date,price,supply,capital,trade,wiki
2018-04-18,8164.937425765001,16985700.0,138687177632.81656,464196480.7572402,16359
2018-04-19,8254.625,16987925.0,140228950403.125,464912252.67378193,15434
2018-04-20,8852.718333333332,16989637.5,150404475372.93747,794298021.3600045,15265
2018-04-21,8807.205,16991625.0,149648724658.125,651772735.957254,15777
2018-04-22,8838.548333333334,16993625.0,150198975921.0417,465733651.16133994,20387
2018-04-23,8933.861666666666,16995537.5,151835780975.6458,450699812.6496822,26439
2018-04-24,9555.542,16997525.0,162420564033.55,1018367445.3468827,21433
2018-04-25,8995.506666666666,16999062.5,152915180045.8333,1422424550.9066591,18712
2018-04-26,9258.398333333333,17000825.0,157400409845.29166,844331716.0751168,19884
2018-04-27,9010.32,17002600.0,153198866832.0,585397247.860827,13783
2018-04-28,9326.173333333334,17004200.0,158584116594.6667,715447010.8945911,10957
2018-04-29,9334.281666666668,17006175.0,158740427522.62503,462929664.3529466,11142
2018-04-30,9259.57,17008112.5,157487808261.625,418094847.7244384,13297
2018-05-01,9075.136666666667,17010087.5,154368868774.45834,527697023.85466576,13367
